solution_id,configuration_id,scenario_id,aidres_sector_id,horizon,electricity_[mwh/t],electricity_[gj/t],alternative_fuel_mixture_[gj/t],biomass_[gj/t],biomass_waste_[gj/t],coal_[gj/t],coke_[gj/t],crude_oil_[gj/t],hydrogen_[gj/t],methanol_[gj/t],ammonia_[gj/t],naphtha_[gj/t],natural_gas_[gj/t],plastic_mix_[gj/t],alternative_fuel_mixture_[t/t],biomass_[t/t],biomass_waste_[t/t],coal_[t/t],coke_[t/t],crude_oil_[t/t],hydrogen_[t/t],methanol_[t/t],ammonia_[t/t],naphtha_[t/t],natural_gas_[t/t],plastic_mix_[t/t],totex_[eur/t],opex_var_[eur/t],co2_allowance_[eur/t],opex_cst_[eur/t],opex_[eur/t],capex_[eur/t],direct_emission_[tco2/t],total_emission_[tco2/t],direct_emission_reduction_[%],total_emission_reduction_[%],captured_co2_[tco2/t]
0,0,0,2,2018,0.08029,0.28905,0.739281,0,0.4434736,1.151172,0,0,0,0,0,0,0,0,0.020937,0,0.0343776,0.0390204,0,0,0,0,0,0,0,0,55.71166206,17.04941036,12.354864,23.3073877,52.71166206,3,0.49818,0.536074117,0,0,0
1,1,1,2,2030,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,158.7098771,19.27513339,106.65,29.7847437,155.7098771,3,0.711,0.771143441,-42.7,-43.9,0
2,1,2,2,2030,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,158.7098771,19.27513339,106.65,29.7847437,155.7098771,3,0.711,0.771143441,-42.7,-43.9,0
3,1,3,2,2030,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,158.7098771,19.27513339,106.65,29.7847437,155.7098771,3,0.711,0.771143441,-42.7,-43.9,0
4,1,4,2,2030,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,158.7098771,19.27513339,106.65,29.7847437,155.7098771,3,0.711,0.771143441,-42.7,-43.9,0
5,1,5,2,2050,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,300.9098771,19.27513339,248.85,29.7847437,297.9098771,3,0.711,0.759284764,-42.7,-41.6,0
6,1,6,2,2050,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,300.9098771,19.27513339,248.85,29.7847437,297.9098771,3,0.711,0.759284764,-42.7,-41.6,0
7,1,7,2,2050,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,300.9098771,19.27513339,248.85,29.7847437,297.9098771,3,0.711,0.759284764,-42.7,-41.6,0
8,1,8,2,2050,0.09882,0.35576,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,300.9098771,19.27513339,248.85,29.7847437,297.9098771,3,0.711,0.759284764,-42.7,-41.6,0
9,2,1,2,2030,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,102.7426426,39.0578989,27.9,29.7847437,96.7426426,6,0.186,0.303892728,62.7,43.3,0.743
10,2,2,2,2030,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,102.7426426,39.0578989,27.9,29.7847437,96.7426426,6,0.186,0.303892728,62.7,43.3,0.743
11,2,3,2,2030,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,102.7426426,39.0578989,27.9,29.7847437,96.7426426,6,0.186,0.303892728,62.7,43.3,0.743
12,2,4,2,2030,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,102.7426426,39.0578989,27.9,29.7847437,96.7426426,6,0.186,0.303892728,62.7,43.3,0.743
13,2,5,2,2050,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,139.9426426,39.0578989,65.1,29.7847437,133.9426426,6,0.186,0.27687304,62.7,48.4,0.743
14,2,6,2,2050,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,139.9426426,39.0578989,65.1,29.7847437,133.9426426,6,0.186,0.27687304,62.7,48.4,0.743
15,2,7,2,2050,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,139.9426426,39.0578989,65.1,29.7847437,133.9426426,6,0.186,0.27687304,62.7,48.4,0.743
16,2,8,2,2050,0.22517,0.81059,0,0,0,5.44483,0,0,0,0,0,0,0,0,0,0,0,0.18457,0,0,0,0,0,0,0,0,139.9426426,39.0578989,65.1,29.7847437,133.9426426,6,0.186,0.27687304,62.7,48.4,0.743
17,3,1,2,2030,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,109.7390576,24.13035394,17.4,39.2087037,80.73905764,29,0.116,0.184349447,76.7,65.6,0.595
18,3,2,2,2030,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,109.7390576,24.13035394,17.4,39.2087037,80.73905764,29,0.116,0.184349447,76.7,65.6,0.595
19,3,3,2,2030,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,109.7390576,24.13035394,17.4,39.2087037,80.73905764,29,0.116,0.184349447,76.7,65.6,0.595
20,3,4,2,2030,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,109.7390576,24.13035394,17.4,39.2087037,80.73905764,29,0.116,0.184349447,76.7,65.6,0.595
21,3,5,2,2050,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,132.9390576,24.13035394,40.6,39.2087037,103.9390576,29,0.116,0.164284765,76.7,69.4,0.595
22,3,6,2,2050,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,132.9390576,24.13035394,40.6,39.2087037,103.9390576,29,0.116,0.164284765,76.7,69.4,0.595
23,3,7,2,2050,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,132.9390576,24.13035394,40.6,39.2087037,103.9390576,29,0.116,0.164284765,76.7,69.4,0.595
24,3,8,2,2050,0.16721,0.60194,0,0,0,2.89315,0,0,0,0,0,0,0,0,0,0,0,0.09807,0,0,0,0,0,0,0,0,132.9390576,24.13035394,40.6,39.2087037,103.9390576,29,0.116,0.164284765,76.7,69.4,0.595
25,4,1,2,2030,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,98.3722693,35.59476148,21.9,34.87750782,92.3722693,6,0.146,0.246118833,70.7,54.1,0.854
26,4,2,2,2030,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,98.3722693,35.59476148,21.9,34.87750782,92.3722693,6,0.146,0.246118833,70.7,54.1,0.854
27,4,3,2,2030,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,98.3722693,35.59476148,21.9,34.87750782,92.3722693,6,0.146,0.246118833,70.7,54.1,0.854
28,4,4,2,2030,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,98.3722693,35.59476148,21.9,34.87750782,92.3722693,6,0.146,0.246118833,70.7,54.1,0.854
29,4,5,2,2050,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,127.5722693,35.59476148,51.1,34.87750782,121.5722693,6,0.146,0.215992476,70.7,59.7,0.854
30,4,6,2,2050,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,127.5722693,35.59476148,51.1,34.87750782,121.5722693,6,0.146,0.215992476,70.7,59.7,0.854
31,4,7,2,2050,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,127.5722693,35.59476148,51.1,34.87750782,121.5722693,6,0.146,0.215992476,70.7,59.7,0.854
32,4,8,2,2050,0.25105,0.90379,0,0,0,4.1936,0,0,0,0,0,0,0,0,0,0,0,0.14216,0,0,0,0,0,0,0,0,127.5722693,35.59476148,51.1,34.87750782,121.5722693,6,0.146,0.215992476,70.7,59.7,0.854
33,5,1,2,2030,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,101.9884974,26.91433666,16.95,37.1241607,80.98849736,21,0.113,0.186229041,77.3,65.3,0.723
34,5,2,2,2030,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,101.9884974,26.91433666,16.95,37.1241607,80.98849736,21,0.113,0.186229041,77.3,65.3,0.723
35,5,3,2,2030,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,101.9884974,26.91433666,16.95,37.1241607,80.98849736,21,0.113,0.186229041,77.3,65.3,0.723
36,5,4,2,2030,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,101.9884974,26.91433666,16.95,37.1241607,80.98849736,21,0.113,0.186229041,77.3,65.3,0.723
37,5,5,2,2050,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,124.5884974,26.91433666,39.55,37.1241607,103.5884974,21,0.113,0.161590022,77.3,69.9,0.723
38,5,6,2,2050,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,124.5884974,26.91433666,39.55,37.1241607,103.5884974,21,0.113,0.161590022,77.3,69.9,0.723
39,5,7,2,2050,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,124.5884974,26.91433666,39.55,37.1241607,103.5884974,21,0.113,0.161590022,77.3,69.9,0.723
40,5,8,2,2050,0.20532,0.73917,0,0,0,2.91142,0,0,0,0,0,0,0,0,0,0,0,0.09869,0,0,0,0,0,0,0,0,124.5884974,26.91433666,39.55,37.1241607,103.5884974,21,0.113,0.161590022,77.3,69.9,0.723
41,6,1,2,2030,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,154.5237128,27.38896913,94.35,29.7847437,151.5237128,3,0.629,0.661883185,-26.3,-23.5,0
42,6,2,2,2030,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,174.8962986,47.76155488,94.35,29.7847437,171.8962986,3,0.629,0.661883185,-26.3,-23.5,0
43,6,3,2,2030,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,154.5237128,27.38896913,94.35,29.7847437,151.5237128,3,0.629,0.661883185,-26.3,-23.5,0
44,6,4,2,2030,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,174.8962986,47.76155488,94.35,29.7847437,171.8962986,3,0.629,0.661883185,-26.3,-23.5,0
45,6,5,2,2050,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,288.4727471,35.53800343,220.15,29.7847437,285.4727471,3,0.629,0.650024508,-26.3,-21.3,0
46,6,6,2,2050,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,300.6962986,47.76155488,220.15,29.7847437,297.6962986,3,0.629,0.650024508,-26.3,-21.3,0
47,6,7,2,2050,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,288.4727471,35.53800343,220.15,29.7847437,285.4727471,3,0.629,0.650024508,-26.3,-21.3,0
48,6,8,2,2050,0.09882,0.35576,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,300.6962986,47.76155488,220.15,29.7847437,297.6962986,3,0.629,0.650024508,-26.3,-21.3,0
49,7,1,2,2030,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,106.1336662,48.99892253,22.35,29.7847437,101.1336662,5,0.149,0.208920673,70.1,61,0.596
50,7,2,2,2030,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,140.9201524,83.78540869,22.35,29.7847437,135.9201524,5,0.149,0.208920673,70.1,61,0.596
51,7,3,2,2030,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,106.1336662,48.99892253,22.35,29.7847437,101.1336662,5,0.149,0.208920673,70.1,61,0.596
52,7,4,2,2030,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,140.9201524,83.78540869,22.35,29.7847437,135.9201524,5,0.149,0.208920673,70.1,61,0.596
53,7,5,2,2050,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,149.8482607,62.913517,52.15,29.7847437,144.8482607,5,0.149,0.184899654,70.1,65.5,0.596
54,7,6,2,2050,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,170.7201524,83.78540869,52.15,29.7847437,165.7201524,5,0.149,0.184899654,70.1,65.5,0.596
55,7,7,2,2050,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,149.8482607,62.913517,52.15,29.7847437,144.8482607,5,0.149,0.184899654,70.1,65.5,0.596
56,7,8,2,2050,0.20017,0.72063,0,0,0,0,0,0,0,0,0,0,5.00925,0,0,0,0,0,0,0,0,0,0,0,0.10231,0,170.7201524,83.78540869,52.15,29.7847437,165.7201524,5,0.149,0.184899654,70.1,65.5,0.596
57,8,1,2,2030,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,111.2545352,31.68171146,15.45,38.1228237,85.25453516,26,0.103,0.143138524,79.3,73.3,0.526
58,8,2,2,2030,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,131.6271209,52.0542972,15.45,38.1228237,105.6271209,26,0.103,0.143138524,79.3,73.3,0.526
59,8,3,2,2030,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,111.2545352,31.68171146,15.45,38.1228237,85.25453516,26,0.103,0.143138524,79.3,73.3,0.526
60,8,4,2,2030,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,131.6271209,52.0542972,15.45,38.1228237,105.6271209,26,0.103,0.143138524,79.3,73.3,0.526
61,8,5,2,2050,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,140.0035695,39.83074575,36.05,38.1228237,114.0035695,26,0.103,0.124024508,79.3,76.9,0.526
62,8,6,2,2050,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,152.2271209,52.0542972,36.05,38.1228237,126.2271209,26,0.103,0.124024508,79.3,76.9,0.526
63,8,7,2,2050,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,140.0035695,39.83074575,36.05,38.1228237,114.0035695,26,0.103,0.124024508,79.3,76.9,0.526
64,8,8,2,2050,0.15928,0.57342,0,0,0,0,0,0,0,0,0,0,2.93365,0,0,0,0,0,0,0,0,0,0,0,0.05992,0,152.2271209,52.0542972,36.05,38.1228237,126.2271209,26,0.103,0.124024508,79.3,76.9,0.526
65,9,1,2,2030,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,114.8652138,49.4217812,22.95,36.49343262,108.8652138,6,0.153,0.217056236,69.3,59.5,0.917
66,9,2,2,2030,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,144.4539181,79.01048543,22.95,36.49343262,138.4539181,6,0.153,0.217056236,69.3,59.5,0.917
67,9,3,2,2030,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,114.8652138,49.4217812,22.95,36.49343262,108.8652138,6,0.153,0.217056236,69.3,59.5,0.917
68,9,4,2,2030,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,144.4539181,79.01048543,22.95,36.49343262,138.4539181,6,0.153,0.217056236,69.3,59.5,0.917
69,9,5,2,2050,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,157.3006955,61.25726289,53.55,36.49343262,151.3006955,6,0.153,0.183535543,69.3,65.8,0.917
70,9,6,2,2050,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,175.0539181,79.01048543,53.55,36.49343262,169.0539181,6,0.153,0.183535543,69.3,65.8,0.917
71,9,7,2,2050,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,157.3006955,61.25726289,53.55,36.49343262,151.3006955,6,0.153,0.183535543,69.3,65.8,0.917
72,9,8,2,2050,0.27934,1.00562,0,0,0,0,0,0,0,0,0,0,4.26077,0,0,0,0,0,0,0,0,0,0,0,0.08703,0,175.0539181,79.01048543,53.55,36.49343262,169.0539181,6,0.153,0.183535543,69.3,65.8,0.917
73,10,1,2,2030,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,113.4603734,36.51435143,17.7,38.24602198,92.46037341,21,0.118,0.166194802,76.3,69,0.767
74,10,2,2,2030,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,134.0024732,57.0564512,17.7,38.24602198,113.0024732,21,0.118,0.166194802,76.3,69,0.767
75,10,3,2,2030,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,113.4603734,36.51435143,17.7,38.24602198,92.46037341,21,0.118,0.166194802,76.3,69,0.767
76,10,4,2,2030,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,134.0024732,57.0564512,17.7,38.24602198,113.0024732,21,0.118,0.166194802,76.3,69,0.767
77,10,5,2,2050,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,145.2772133,44.73119134,41.3,38.24602198,124.2772133,21,0.118,0.139199447,76.3,74,0.767
78,10,6,2,2050,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,157.6024732,57.0564512,41.3,38.24602198,136.6024732,21,0.118,0.139199447,76.3,74,0.767
79,10,7,2,2050,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,145.2772133,44.73119134,41.3,38.24602198,124.2772133,21,0.118,0.139199447,76.3,74,0.767
80,10,8,2,2050,0.22496,0.80986,0,0,0,0,0,0,0,0,0,0,2.95806,0,0,0,0,0,0,0,0,0,0,0,0.06042,0,157.6024732,57.0564512,41.3,38.24602198,136.6024732,21,0.118,0.139199447,76.3,74,0.767
81,11,1,2,2030,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,149.6466911,7.811947391,109.05,29.7847437,146.6466911,3,0.727,0.739578472,-45.9,-38,0
82,11,2,2,2030,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,149.6466911,7.811947391,109.05,29.7847437,146.6466911,3,0.727,0.739578472,-45.9,-38,0
83,11,3,2,2030,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,149.6466911,7.811947391,109.05,29.7847437,146.6466911,3,0.727,0.739578472,-45.9,-38,0
84,11,4,2,2030,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,149.6466911,7.811947391,109.05,29.7847437,146.6466911,3,0.727,0.739578472,-45.9,-38,0
85,11,5,2,2050,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,295.0466911,7.811947391,254.45,29.7847437,292.0466911,3,0.727,0.727719796,-45.9,-35.7,0
86,11,6,2,2050,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,295.0466911,7.811947391,254.45,29.7847437,292.0466911,3,0.727,0.727719796,-45.9,-35.7,0
87,11,7,2,2050,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,295.0466911,7.811947391,254.45,29.7847437,292.0466911,3,0.727,0.727719796,-45.9,-35.7,0
88,11,8,2,2050,0.09882,0.35576,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,295.0466911,7.811947391,254.45,29.7847437,292.0466911,3,0.727,0.727719796,-45.9,-35.7,0
89,12,1,2,2030,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,78.74864052,16.71389682,26.25,29.7847437,72.74864052,6,0.175,0.202270148,64.9,62.3,0.7
90,12,2,2,2030,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,78.74864052,16.71389682,26.25,29.7847437,72.74864052,6,0.175,0.202270148,64.9,62.3,0.7
91,12,3,2,2030,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,78.74864052,16.71389682,26.25,29.7847437,72.74864052,6,0.175,0.202270148,64.9,62.3,0.7
92,12,4,2,2030,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,78.74864052,16.71389682,26.25,29.7847437,72.74864052,6,0.175,0.202270148,64.9,62.3,0.7
93,12,5,2,2050,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,113.7486405,16.71389682,61.25,29.7847437,107.7486405,6,0.175,0.17612746,64.9,67.1,0.7
94,12,6,2,2050,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,113.7486405,16.71389682,61.25,29.7847437,107.7486405,6,0.175,0.17612746,64.9,67.1,0.7
95,12,7,2,2050,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,113.7486405,16.71389682,61.25,29.7847437,107.7486405,6,0.175,0.17612746,64.9,67.1,0.7
96,12,8,2,2050,0.21786,0.78428,5.2383,0,0,0,0,0,0,0,0,0,0,0,0.14835,0,0,0,0,0,0,0,0,0,0,0,113.7486405,16.71389682,61.25,29.7847437,107.7486405,6,0.175,0.17612746,64.9,67.1,0.7
97,13,1,2,2030,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,99.03581284,12.77287914,17.85,39.4129337,70.03581284,29,0.119,0.139963146,76.1,73.9,0.608
98,13,2,2,2030,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,99.03581284,12.77287914,17.85,39.4129337,70.03581284,29,0.119,0.139963146,76.1,73.9,0.608
99,13,3,2,2030,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,99.03581284,12.77287914,17.85,39.4129337,70.03581284,29,0.119,0.139963146,76.1,73.9,0.608
100,13,4,2,2030,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,99.03581284,12.77287914,17.85,39.4129337,70.03581284,29,0.119,0.139963146,76.1,73.9,0.608
101,13,5,2,2050,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,122.8358128,12.77287914,41.65,39.4129337,93.83581284,29,0.119,0.119719796,76.1,77.7,0.608
102,13,6,2,2050,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,122.8358128,12.77287914,41.65,39.4129337,93.83581284,29,0.119,0.119719796,76.1,77.7,0.608
103,13,7,2,2050,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,122.8358128,12.77287914,41.65,39.4129337,93.83581284,29,0.119,0.119719796,76.1,77.7,0.608
104,13,8,2,2050,0.16869,0.6073,3.34437,0,0,0,0,0,0,0,0,0,0,0,0.09471,0,0,0,0,0,0,0,0,0,0,0,122.8358128,12.77287914,41.65,39.4129337,93.83581284,29,0.119,0.119719796,76.1,77.7,0.608
105,14,1,2,2030,0.20765,0.74754,4.13431,0,0,0,0,0,0,0,0,0,0,0,0.11708,0,0,0,0,0,0,0,0,0,0,0,71.87454609,15.72663379,18.75,32.3979123,66.87454609,5,0.125,0.150807828,74.9,71.9,0.659
