solution_id,configuration_id,scenario_id,aidres_sector_id,horizon,electricity_[mwh/t],electricity_[gj/t],alternative_fuel_mixture_[gj/t],biomass_[gj/t],biomass_waste_[gj/t],coal_[gj/t],coke_[gj/t],crude_oil_[gj/t],hydrogen_[gj/t],methanol_[gj/t],ammonia_[gj/t],naphtha_[gj/t],natural_gas_[gj/t],plastic_mix_[gj/t],alternative_fuel_mixture_[t/t],biomass_[t/t],biomass_waste_[t/t],coal_[t/t],coke_[t/t],crude_oil_[t/t],hydrogen_[t/t],methanol_[t/t],ammonia_[t/t],naphtha_[t/t],natural_gas_[t/t],plastic_mix_[t/t],totex_[eur/t],opex_var_[eur/t],co2_allowance_[eur/t],opex_cst_[eur/t],opex_[eur/t],capex_[eur/t],direct_emission_[tco2/t],total_emission_[tco2/t],direct_emission_reduction_[%],total_emission_reduction_[%],captured_co2_[tco2/t]
717,100,3,5,2030,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,722.6926712,248.6926712,219,0,467.6926712,255,1.46,1.744634441,16.2,16,0.359
718,100,4,5,2030,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,928.8661694,454.8661694,219,0,673.8661694,255,1.46,1.744634441,16.2,16,0.359
719,100,5,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,1097.16207,331.1620705,511,0,842.1620705,255,1.46,1.67277105,16.2,19.5,0.359
720,100,6,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,1220.866169,454.8661694,511,0,965.8661694,255,1.46,1.67277105,16.2,19.5,0.359
721,100,7,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,1097.16207,331.1620705,511,0,842.1620705,255,1.46,1.67277105,16.2,19.5,0.359
722,100,8,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,1220.866169,454.8661694,511,0,965.8661694,255,1.46,1.67277105,16.2,19.5,0.359
723,101,1,5,2030,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,412.9896374,237.6896374,48.3,0,285.9896374,127,0.322,0.594252721,81.5,71.4,1.42
724,101,2,5,2030,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,609.7199336,434.4199336,48.3,0,482.7199336,127,0.322,0.594252721,81.5,71.4,1.42
725,101,3,5,2030,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,412.9896374,237.6896374,48.3,0,285.9896374,127,0.322,0.594252721,81.5,71.4,1.42
726,101,4,5,2030,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,609.7199336,434.4199336,48.3,0,482.7199336,127,0.322,0.594252721,81.5,71.4,1.42
727,101,5,5,2050,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,556.0817559,316.3817559,112.7,0,429.0817559,127,0.322,0.525025666,81.5,74.7,1.42
728,101,6,5,2050,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,674.1199336,434.4199336,112.7,0,547.1199336,127,0.322,0.525025666,81.5,74.7,1.42
729,101,7,5,2050,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,556.0817559,316.3817559,112.7,0,429.0817559,127,0.322,0.525025666,81.5,74.7,1.42
730,101,8,5,2050,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,674.1199336,434.4199336,112.7,0,547.1199336,127,0.322,0.525025666,81.5,74.7,1.42
731,102,1,5,2030,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,509.6926712,248.6926712,6,0,254.6926712,255,0.04,0.324634441,97.7,84.4,1.779
732,102,2,5,2030,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,715.8661694,454.8661694,6,0,460.8661694,255,0.04,0.324634441,97.7,84.4,1.779
733,102,3,5,2030,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,509.6926712,248.6926712,6,0,254.6926712,255,0.04,0.324634441,97.7,84.4,1.779
734,102,4,5,2030,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,715.8661694,454.8661694,6,0,460.8661694,255,0.04,0.324634441,97.7,84.4,1.779
735,102,5,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,600.1620705,331.1620705,14,0,345.1620705,255,0.04,0.25277105,97.7,87.8,1.779
736,102,6,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,723.8661694,454.8661694,14,0,468.8661694,255,0.04,0.25277105,97.7,87.8,1.779
737,102,7,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,600.1620705,331.1620705,14,0,345.1620705,255,0.04,0.25277105,97.7,87.8,1.779
738,102,8,5,2050,0.59886,2.1559,0,0,0,0,0,0,0,0,0,0,29.68896,0,0,0,0,0,0,0,0,0,0,0,0.60639,0,723.8661694,454.8661694,14,0,468.8661694,255,0.04,0.25277105,97.7,87.8,1.779
739,103,1,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,571.342982,224.042982,243.3,0,467.342982,104,1.622,1.880964139,6.9,9.5,0
740,103,2,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,753.2190303,405.9190303,243.3,0,649.2190303,104,1.622,1.880964139,6.9,9.5,0
741,103,3,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,571.342982,224.042982,243.3,0,467.342982,104,1.622,1.880964139,6.9,9.5,0
742,103,4,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,753.2190303,405.9190303,243.3,0,649.2190303,104,1.622,1.880964139,6.9,9.5,0
743,103,5,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,968.4934013,296.7934013,567.7,0,864.4934013,104,1.622,1.809696082,6.9,12.9,0
744,103,6,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,1077.61903,405.9190303,567.7,0,973.6190303,104,1.622,1.809696082,6.9,12.9,0
745,103,7,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,968.4934013,296.7934013,567.7,0,864.4934013,104,1.622,1.809696082,6.9,12.9,0
746,103,8,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,1077.61903,405.9190303,567.7,0,973.6190303,104,1.622,1.809696082,6.9,12.9,0
747,104,1,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,610.8568502,232.8568502,216,0,448.8568502,162,1.44,1.713860817,17.3,17.5,0.182
748,104,2,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,792.7328985,414.7328985,216,0,630.7328985,162,1.44,1.713860817,17.3,17.5,0.182
749,104,3,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,610.8568502,232.8568502,216,0,448.8568502,162,1.44,1.713860817,17.3,17.5,0.182
750,104,4,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,792.7328985,414.7328985,216,0,630.7328985,162,1.44,1.713860817,17.3,17.5,0.182
751,104,5,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,971.6072695,305.6072695,504,0,809.6072695,162,1.44,1.627696082,17.3,21.7,0.182
752,104,6,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,1080.732898,414.7328985,504,0,918.7328985,162,1.44,1.627696082,17.3,21.7,0.182
753,104,7,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,971.6072695,305.6072695,504,0,809.6072695,162,1.44,1.627696082,17.3,21.7,0.182
754,104,8,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,1080.732898,414.7328985,504,0,918.7328985,162,1.44,1.627696082,17.3,21.7,0.182
755,105,1,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,358.342982,224.042982,30.3,0,254.342982,104,0.202,0.460964139,88.4,77.8,1.42
756,105,2,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,540.2190303,405.9190303,30.3,0,436.2190303,104,0.202,0.460964139,88.4,77.8,1.42
757,105,3,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,358.342982,224.042982,30.3,0,254.342982,104,0.202,0.460964139,88.4,77.8,1.42
758,105,4,5,2030,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,540.2190303,405.9190303,30.3,0,436.2190303,104,0.202,0.460964139,88.4,77.8,1.42
759,105,5,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,471.4934013,296.7934013,70.7,0,367.4934013,104,0.202,0.389696082,88.4,81.2,1.42
760,105,6,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,580.6190303,405.9190303,70.7,0,476.6190303,104,0.202,0.389696082,88.4,81.2,1.42
761,105,7,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,471.4934013,296.7934013,70.7,0,367.4934013,104,0.202,0.389696082,88.4,81.2,1.42
762,105,8,5,2050,0.5939,2.13804,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,580.6190303,405.9190303,70.7,0,476.6190303,104,0.202,0.389696082,88.4,81.2,1.42
763,106,1,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,397.8568502,232.8568502,3,0,235.8568502,162,0.02,0.293860817,98.9,85.9,1.602
764,106,2,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,579.7328985,414.7328985,3,0,417.7328985,162,0.02,0.293860817,98.9,85.9,1.602
765,106,3,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,397.8568502,232.8568502,3,0,235.8568502,162,0.02,0.293860817,98.9,85.9,1.602
766,106,4,5,2030,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,579.7328985,414.7328985,3,0,417.7328985,162,0.02,0.293860817,98.9,85.9,1.602
767,106,5,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,474.6072695,305.6072695,7,0,312.6072695,162,0.02,0.207696082,98.9,90,1.602
768,106,6,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,583.7328985,414.7328985,7,0,421.7328985,162,0.02,0.207696082,98.9,90,1.602
769,106,7,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,474.6072695,305.6072695,7,0,312.6072695,162,0.02,0.207696082,98.9,90,1.602
770,106,8,5,2050,0.71804,2.58494,0,0,0,0,0,0,0,0,0,0,26.19013,0,0,0,0,0,0,0,0,0,0,0,0.53493,0,583.7328985,414.7328985,7,0,421.7328985,162,0.02,0.207696082,98.9,90,1.602
771,107,1,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0.148732119,100,92.8,0
772,107,2,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0.148732119,100,92.8,0
773,107,3,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0.148732119,100,92.8,0
774,107,4,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0.148732119,100,92.8,0
775,107,5,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0,100,100,0
776,107,6,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0,100,100,0
777,107,7,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0,100,100,0
778,107,8,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,391.5103671,221.5103671,0,0,221.5103671,170,0,0,100,100,0
779,108,1,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,7.960367066,221.5103671,-383.55,0,-162.0396329,170,-2.557,-2.408267881,246.8,215.9,2.557
780,108,2,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,7.960367066,221.5103671,-383.55,0,-162.0396329,170,-2.557,-2.408267881,246.8,215.9,2.557
781,108,3,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,7.960367066,221.5103671,-383.55,0,-162.0396329,170,-2.557,-2.408267881,246.8,215.9,2.557
782,108,4,5,2030,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,7.960367066,221.5103671,-383.55,0,-162.0396329,170,-2.557,-2.408267881,246.8,215.9,2.557
783,108,5,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,-503.4396329,221.5103671,-894.95,0,-673.4396329,170,-2.557,-2.557,246.8,223,2.557
784,108,6,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,-503.4396329,221.5103671,-894.95,0,-673.4396329,170,-2.557,-2.557,246.8,223,2.557
785,108,7,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,-503.4396329,221.5103671,-894.95,0,-673.4396329,170,-2.557,-2.557,246.8,223,2.557
786,108,8,5,2050,1.23943,4.46196,0,40.52165,0,0,0,0,0,0,0,0,0,0,0,2.34229,0,0,0,0,0,0,0,0,0,0,-503.4396329,221.5103671,-894.95,0,-673.4396329,170,-2.557,-2.557,246.8,223,2.557
787,109,1,5,2030,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,1221.272351,644.2723509,0,0,644.2723509,577,0,0.113412424,100,94.5,0
788,109,2,5,2030,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,1221.272351,644.2723509,0,0,644.2723509,577,0,0.113412424,100,94.5,0
789,109,3,5,2030,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,1606.052351,1029.052351,0,0,1029.052351,577,0,0.113412424,100,94.5,0
790,109,4,5,2030,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,1606.052351,1029.052351,0,0,1029.052351,577,0,0.113412424,100,94.5,0
791,109,5,5,2050,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,932.6873509,355.6873509,0,0,355.6873509,577,0,0,100,100,0
792,109,6,5,2050,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,932.6873509,355.6873509,0,0,355.6873509,577,0,0,100,100,0
793,109,7,5,2050,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,1125.077351,548.0773509,0,0,548.0773509,577,0,0,100,100,0
794,109,8,5,2050,0.9451,3.40237,0,0,0,0,0,0,23.06373,0,0,0,0,0,0,0,0,0,0,0,0.19239,0,0,0,0,0,1125.077351,548.0773509,0,0,548.0773509,577,0,0,100,100,0
795,110,1,5,2030,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,1.267754014,100,39,0
796,110,2,5,2030,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,1.267754014,100,39,0
797,110,3,5,2030,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,1.267754014,100,39,0
798,110,4,5,2030,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,1.267754014,100,39,0
799,110,5,5,2050,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,0,100,100,0
800,110,6,5,2050,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,0,100,100,0
801,110,7,5,2050,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,0,100,100,0
802,110,8,5,2050,10.56462,38.03259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.225587,750.0877917,0,0.1377952,750.2255869,704,0,0,100,100,0
803,111,0,5,2018,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,434.3218852,264.1202852,43.2016,0,307.3218852,127,1.742,2.07811468,0,0,0
804,112,1,5,2030,0.669134787,2.408891865,0,0.620386462,0,0,0,0,4.9441718,0,0,0,21.77080115,0,0,0.03586046,0,0,0,0,0.041242644,0,0,0,0.444666444,0,735.4664088,324.4669578,184.409091,0,508.8760488,226.59036,1.22939394,1.465714599,29.4,29.5,0.10961402
805,112,2,5,2030,0.669134787,2.408891865,0,0.620386462,0,0,0,0,4.9441718,0,0,0,21.77080115,0,0,0.03586046,0,0,0,0,0.041242644,0,0,0,0.444666444,0,886.6526489,475.6531979,184.409091,0,660.0622889,226.59036,1.22939394,1.465714599,29.4,29.5,0.10961402
806,112,3,5,2030,0.669134787,2.408891865,0,0.620386462,0,0,0,0,4.9441718,0,0,0,21.77080115,0,0,0.03586046,0,0,0,0,0.041242644,0,0,0,0.444666444,0,817.9516974,406.9522464,184.409091,0,591.3613374,226.59036,1.22939394,1.465714599,29.4,29.5,0.10961402
807,112,4,5,2030,0.669134787,2.408891865,0,0.620386462,0,0,0,0,4.9441718,0,0,0,21.77080115,0,0,0.03586046,0,0,0,0,0.041242644,0,0,0,0.444666444,0,969.1379375,558.1384865,184.409091,0,742.5475775,226.59036,1.22939394,1.465714599,29.4,29.5,0.10961402
808,114,5,5,2050,0.878122911,3.161250545,0,2.0260825,0,0,0,0,16.144611,0,0,0,6.914088481,0,0,0.1171145,0,0,0,0,0.134673,0,0,0,0.141219254,0,814.3081776,338.2523206,23.851527,0,362.1038476,452.20433,0.06814722,0.117698227,96.1,94.3,0.35795634
809,114,6,5,2050,0.878122911,3.161250545,0,2.0260825,0,0,0,0,16.144611,0,0,0,6.914088481,0,0,0.1171145,0,0,0,0,0.134673,0,0,0,0.141219254,0,843.1169026,367.0610456,23.851527,0,390.9125726,452.20433,0.06814722,0.117698227,96.1,94.3,0.35795634
810,114,7,5,2050,0.878122911,3.161250545,0,2.0260825,0,0,0,0,16.144611,0,0,0,6.914088481,0,0,0.1171145,0,0,0,0,0.134673,0,0,0,0.141219254,0,948.9811776,472.9253206,23.851527,0,496.7768476,452.20433,0.06814722,0.117698227,96.1,94.3,0.35795634
811,114,8,5,2050,0.878122911,3.161250545,0,2.0260825,0,0,0,0,16.144611,0,0,0,6.914088481,0,0,0.1171145,0,0,0,0,0.134673,0,0,0,0.141219254,0,977.7899026,501.7340456,23.851527,0,525.5855726,452.20433,0.06814722,0.117698227,96.1,94.3,0.35795634
812,115,0,5,2018,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,84.2364715,44.08012638,10.1432,0.01314512,54.2364715,30,0.409,0.455609314,0,0,0
813,115,1,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,136.527209,45.16406391,61.35,0.01314512,106.527209,30,0.409,0.455609314,0,0,0
814,115,2,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,181.6912729,90.32812782,61.35,0.01314512,151.6912729,30,0.409,0.455609314,0,0,0
815,115,3,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,136.527209,45.16406391,61.35,0.01314512,106.527209,30,0.409,0.455609314,0,0,0
816,115,4,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,181.6912729,90.32812782,61.35,0.01314512,151.6912729,30,0.409,0.455609314,0,0,0
817,115,5,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,236.3928346,63.22968947,143.15,0.01314512,206.3928346,30,0.409,0.455609314,0,0,0
818,115,6,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,263.4912729,90.32812782,143.15,0.01314512,233.4912729,30,0.409,0.455609314,0,0,0
819,115,7,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,236.3928346,63.22968947,143.15,0.01314512,206.3928346,30,0.409,0.455609314,0,0,0
820,115,8,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,263.4912729,90.32812782,143.15,0.01314512,233.4912729,30,0.409,0.455609314,0,0,0
821,116,1,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,75.17720903,45.16406391,0,0.01314512,45.17720903,30,0,0.046609314,100,89.8,0.409
822,116,2,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,120.3412729,90.32812782,0,0.01314512,90.34127294,30,0,0.046609314,100,89.8,0.409
823,116,3,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,75.17720903,45.16406391,0,0.01314512,45.17720903,30,0,0.046609314,100,89.8,0.409
824,116,4,5,2030,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,120.3412729,90.32812782,0,0.01314512,90.34127294,30,0,0.046609314,100,89.8,0.409
825,116,5,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,93.24283459,63.22968947,0,0.01314512,63.24283459,30,0,0.046609314,100,89.8,0.409
826,116,6,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,120.3412729,90.32812782,0,0.01314512,90.34127294,30,0,0.046609314,100,89.8,0.409
827,116,7,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,93.24283459,63.22968947,0,0.01314512,63.24283459,30,0,0.046609314,100,89.8,0.409
828,116,8,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,120.3412729,90.32812782,0,0.01314512,90.34127294,30,0,0.046609314,100,89.8,0.409
