configuration_id;configuration;configuration_product_id;horizon;is_mix;is_reference_route;configuration_active;data_source_id;configuration_abbreviation;configuration_description;configuration_remark;configuration_source;configuration_year;mix_2018;mix_2030;mix_2040;mix_2050
0;EU-mix-2018;0;2018;1;1;1;0;AC/CF/CGM/DPK/RMDR;Air cooling,Combustion Furnace,Cement grinding mill,Dry process kilns,Raw mill double rotator;NULL;NULL;2018;1;0;0;0
1;CEM1-(Coal);1;NULL;0;0;1;0;DPK/RMDR/CGM/CF;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace;NULL;NULL;2018;0;0;0;0
2;CEM1-(Coal)MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
3;CEM1-(Coal)CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping;NULL;NULL;2018;0;0;0;0
4;CEM1-(Coal)Oxy-MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
5;CEM1-(Coal)Oxy-CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping;NULL;NULL;2018;0;0;0;0
6;CEM1-(NG);1;NULL;0;0;1;0;DPK/RMDR/CGM/CF;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace;NULL;NULL;2018;0;0;0;0
7;CEM1-(NG)MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
8;CEM1-(NG)CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping;NULL;NULL;2018;0;0;0;0
9;CEM1-(NG)Oxy-MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
10;CEM1-(NG)Oxy-CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping;NULL;NULL;2018;0;0;0;0
11;CEM1-(Afm);1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Air cooling;NULL;NULL;2018;0;0;0;0
12;CEM1-(Afm)MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
13;CEM1-(Afm)CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping,Air cooling;NULL;NULL;2018;0;0;0;0
14;CEM1-(Afm)Oxy-MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
15;CEM1-(Afm)Oxy-CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping,Air cooling;NULL;NULL;2018;0;0;0;0
16;CEM1-(BMW);1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Air cooling;NULL;NULL;2018;0;0;0;0
17;CEM1-(BMW)MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
18;CEM1-(BMW)CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping,Air cooling;NULL;NULL;2018;0;0;0;0
19;CEM1-(BMW)Oxy-MEA;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
20;CEM1-(BMW)Oxy-CaL;1;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping,Air cooling;NULL;NULL;2018;0;0;0;0
21;CEM2-(Coal);2;NULL;0;0;1;0;DPK/RMDR/CGM/CF;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace;NULL;NULL;2018;0.54;0.47099;0.261145;0.0513
22;CEM2-(Coal)MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
23;CEM2-(Coal)CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping;NULL;NULL;2018;0;0.004942;0.019971;0.035
24;CEM2-(Coal)Oxy-MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
25;CEM2-(Coal)Oxy-CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping;NULL;NULL;2018;0;0.004942;0.019971;0.035
26;CEM2-(NG);2;NULL;0;0;1;0;DPK/RMDR/CGM/CF;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace;NULL;NULL;2018;0;0;0;0
27;CEM2-(NG)MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
28;CEM2-(NG)CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping;NULL;NULL;2018;0;0;0;0
29;CEM2-(NG)Oxy-MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
30;CEM2-(NG)Oxy-CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping;NULL;NULL;2018;0;0;0;0
31;CEM2-(Afm);2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Air cooling;NULL;NULL;2018;0.3;0.261661;0.145081;0.0285
32;CEM2-(Afm)MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.015157;0.061245;0.107333
33;CEM2-(Afm)CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping,Air cooling;NULL;NULL;2018;0;0.015157;0.061245;0.107333
34;CEM2-(Afm)Oxy-MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
35;CEM2-(Afm)Oxy-CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping,Air cooling;NULL;NULL;2018;0;0.015157;0.061245;0.107333
36;CEM2-(BMW);2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Air cooling;NULL;NULL;2018;0.16;0.139553;0.077376;0.0152
37;CEM2-(BMW)MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.016345;0.066048;0.11575
38;CEM2-(BMW)CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping,Air cooling;NULL;NULL;2018;0;0.016345;0.066048;0.11575
39;CEM2-(BMW)Oxy-MEA;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.016345;0.066048;0.11575
40;CEM2-(BMW)Oxy-CaL;2;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping,Air cooling;NULL;NULL;2018;0;0.016345;0.066048;0.11575
41;LC3-(Coal);3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination;NULL;NULL;2018;0;0;0;0
42;LC3-(Coal)MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
43;LC3-(Coal)CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping;NULL;NULL;2018;0;0.000706;0.002853;0.005
44;LC3-(Coal)Oxy-MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
45;LC3-(Coal)Oxy-CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping;NULL;NULL;2018;0;0;0;0
46;LC3-(NG);3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination;NULL;NULL;2018;0;0;0;0
47;LC3-(NG)MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.000706;0.002853;0.005
48;LC3-(NG)CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping;NULL;NULL;2018;0;0.000706;0.002853;0.005
49;LC3-(NG)Oxy-MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
50;LC3-(NG)Oxy-CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CaL;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping;NULL;NULL;2018;0;0.000706;0.002853;0.005
51;LC3-(Afm);3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Air cooling;NULL;NULL;2018;0;0;0;0
52;LC3-(Afm)MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.000706;0.002853;0.005
53;LC3-(Afm)CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping,Air cooling;NULL;NULL;2018;0;0.000706;0.002853;0.005
54;LC3-(Afm)Oxy-MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.000706;0.002853;0.005
55;LC3-(Afm)Oxy-CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping,Air cooling;NULL;NULL;2018;0;0.000706;0.002853;0.005
56;LC3-(BMW);3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Air cooling;NULL;NULL;2018;0;0;0;0
57;LC3-(BMW)MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
58;LC3-(BMW)CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/KCC/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping,Air cooling;NULL;NULL;2018;0;0;0;0
59;LC3-(BMW)Oxy-MEA;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.000706;0.002853;0.005
60;LC3-(BMW)Oxy-CaL;3;NULL;0;0;1;0;DPK/RMDR/CGM/CF/ASU/KCC/CaL/AC;Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping,Air cooling;NULL;NULL;2018;0;0.000706;0.002853;0.005
61;EU-mix-2030;0;2030;1;0;1;0;AC/ASU/CF/CGM/CM-MEA/CaL/DPK/KCC/RMDR;Air cooling,Cryogenic air separation unit,Combustion Furnace,Cement grinding mill,Monoethanolamine Carbon Capture,Calcium looping,Dry process kilns,Kaolinite clay calcination,Raw mill double rotator;NULL;NULL;2018;0;1;0;0
62;EU-mix-2040;0;2040;1;0;1;0;AC/ASU/CF/CGM/CM-MEA/CaL/DPK/KCC/RMDR;Air cooling,Cryogenic air separation unit,Combustion Furnace,Cement grinding mill,Monoethanolamine Carbon Capture,Calcium looping,Dry process kilns,Kaolinite clay calcination,Raw mill double rotator;NULL;NULL;2018;0;0;1;0
63;EU-mix-2050;0;2050;1;0;1;0;AC/ASU/CF/CGM/CM-MEA/CaL/DPK/KCC/RMDR;Air cooling,Cryogenic air separation unit,Combustion Furnace,Cement grinding mill,Monoethanolamine Carbon Capture,Calcium looping,Dry process kilns,Kaolinite clay calcination,Raw mill double rotator;NULL;NULL;2018;0;0;0;1
64;(NG)PE;4;NULL;0;1;1;0;PE/NGF/AC/WT;Polymerization (Polyethylene),NG Furnace,Air cooling,Water cooling;NULL;NULL;2018;1;0.69368;0.34684;0
65;(NG)PE-MEA;4;NULL;0;0;1;0;PE/NGF/AC/WT/MEA;Polymerization (Polyethylene),NG Furnace,Air cooling,Water cooling,Monoethanolamine carbon capture;NULL;NULL;2018;0;0.09586;0.2044;0.31295
66;(H2)PE;4;NULL;0;0;1;0;PE/H2F/AC/EtOAc-WT;Polymerization (Polyethylene),H2 Furnace,Air cooling,EtOAc-water cooling;NULL;NULL;2018;0;0.10523;0.22438;0.34353
67;(H2)PE-AEL;4;NULL;0;0;1;0;PE/H2F/AC/EtOAc-WT/AEL;Polymerization (Polyethylene),H2 Furnace,Air cooling,EtOAc-water cooling,Alkaline electrolyzer;NULL;NULL;2018;0;0;0;0
68;(EL)PE;4;NULL;0;0;1;0;PE/AC/EtOAc-WT/ELF;Polymerization (Polyethylene),Air cooling,EtOAc-water cooling,EL Furnace;NULL;NULL;2018;0;0.10523;0.22438;0.34353
69;EU-mix-2018;4;2018;1;0;1;0;AC/NGF/PE/WT;Air cooling,NG Furnace,Polymerization (Polyethylene),Water cooling;NULL;NULL;2018;1;0;0;0
70;EU-mix-2030;4;2030;1;0;1;0;AC/ELF/EtOAc-WT/H2F/MEA/NGF/PE/WT;Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Polyethylene),Water cooling;NULL;NULL;2018;0;1;0;0
71;EU-mix-2040;4;2040;1;0;1;0;AC/ELF/EtOAc-WT/H2F/MEA/NGF/PE/WT;Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Polyethylene),Water cooling;NULL;NULL;2018;0;0;1;0
72;EU-mix-2050;4;2050;1;0;1;0;AC/ELF/EtOAc-WT/H2F/MEA/NGF/PE/WT;Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Polyethylene),Water cooling;NULL;NULL;2018;0;0;0;1
73;(NG)PEA;5;NULL;0;1;1;0;PEA/NGF/AC/EtOAc-WT;Polymerization (Poly-ethyl-acetate),NG Furnace,Air cooling,EtOAc-water cooling;NULL;NULL;2018;1;0.69378;0.34689;0
74;(NG)PEA-MEA;5;NULL;0;0;1;0;PEA/NGF/AC/EtOAc-WT/MEA;Polymerization (Poly-ethyl-acetate),NG Furnace,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture;NULL;NULL;2018;0;0.11221;0.23932;0.36643
75;(H2)PEA;5;NULL;0;0;1;0;PEA/H2F/AC/EtOAc-WT;Polymerization (Poly-ethyl-acetate),H2 Furnace,Air cooling,EtOAc-water cooling;NULL;NULL;2018;0;0.097;0.20689;0.31678
76;(H2)PEA-AEL;5;NULL;0;0;1;0;PEA/H2F/AC/EtOAc-WT/AEL;Polymerization (Poly-ethyl-acetate),H2 Furnace,Air cooling,EtOAc-water cooling,Alkaline electrolyzer;NULL;NULL;2018;0;0;0;0
77;(EL)PEA;5;NULL;0;0;1;0;PEA/AC/EtOAc-WT/ELF;Polymerization (Poly-ethyl-acetate),Air cooling,EtOAc-water cooling,EL Furnace;NULL;NULL;2018;0;0.097;0.20689;0.31678
78;EU-mix-2018;5;2018;1;0;1;0;AC/EtOAc-WT/NGF/PEA;Air cooling,EtOAc-water cooling,NG Furnace,Polymerization (Poly-ethyl-acetate);NULL;NULL;2018;1;0;0;0
79;EU-mix-2030;5;2030;1;0;1;0;AC/ELF/EtOAc-WT/H2F/MEA/NGF/PEA;Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Poly-ethyl-acetate);NULL;NULL;2018;0;1;0;0
80;EU-mix-2040;5;2040;1;0;1;0;AC/ELF/EtOAc-WT/H2F/MEA/NGF/PEA;Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Poly-ethyl-acetate);NULL;NULL;2018;0;0;1;0
81;EU-mix-2050;5;2050;1;0;1;0;AC/ELF/EtOAc-WT/H2F/MEA/NGF/PEA;Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Poly-ethyl-acetate);NULL;NULL;2018;0;0;0;1
82;(LN)O;10;NULL;0;1;1;0;AC/REFR/NTO/NTO-EL;Air cooling,Refrigerator,Naphtha-to-olefins,Naphtha-to-olefins electric;NULL;NULL;2018;1;0.69368;0.34684;0
83;(LN)O-MEA;10;NULL;0;0;1;0;NGF/REFR/MEA/NTO;NG Furnace,Refrigerator,Monoethanolamine carbon capture,Naphtha-to-olefins;NULL;NULL;2018;0;0.02496;0.05322;0.08148
84;(LN+EL)O;10;NULL;0;0;1;0;AC/REFR/NTO/NTO-EL;Air cooling,Refrigerator,Naphtha-to-olefins,Naphtha-to-olefins electric;NULL;NULL;2018;0;0.01815;0.03871;0.05926
85;(MeOH)O;10;NULL;0;0;1;0;AC/MTO;Air cooling,Methanol-to-olefins;NULL;NULL;2018;0;0;0;0
86;(MeOH)O-MEA;10;NULL;0;0;1;0;AC/MEA/MTO;Air cooling,Monoethanolamine carbon capture,Methanol-to-olefins;NULL;NULL;2018;0;0.0953;0.2032;0.31111
87;((BM)MeOH)O;10;NULL;0;0;1;0;Biogasi/FT/MEOH/AC/EtOAc-WT/MTO/Biogasi/FT/MEOH;Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis;NULL;NULL;2018;0;0.0363;0.07741;0.11852
88;((BM)MeOH)O-MEA;10;NULL;0;0;1;0;Biogasi/FT/MEOH/AC/EtOAc-WT/MEA/MTO/Biogasi/FT/MEOH/Efuel-MEA;Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
89;((BM+H2)MeOH)O;10;NULL;0;0;1;0;Biogasi/FT/MEOH/AC/EtOAc-WT/MTO/Biogasi/FT/MEOH;Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis;NULL;NULL;2018;0;0.0363;0.07741;0.11852
90;((BM+H2)MeOH)O-AEL;10;NULL;0;0;1;0;Biogasi/FT/MEOH/AC/EtOAc-WT/AEL/MTO/Biogasi/FT/MEOH;Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Alkaline electrolyzer,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis;NULL;NULL;2018;0;0;0;0
91;((BM+H2)MeOH)O-MEA;10;NULL;0;0;1;0;Biogasi/FT/MEOH/AC/EtOAc-WT/MEA/MTO/Biogasi/FT/MEOH/Efuel-MEA;Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
92;((BM+H2)MeOH)O-MEA-AEL;10;NULL;0;0;1;0;Biogasi/FT/MEOH/AC/EtOAc-WT/MEA/AEL/MTO/Biogasi/FT/MEOH/Efuel-MEA;Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Alkaline electrolyzer,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0;0;0
93;((COEL)MeOH)O;10;NULL;0;0;1;0;COELEC/MEOH/AC/EtOAc-WT/MTO/COELEC/MEOH;Coelectrolysis,Methanol synthesis,Air cooling,EtOAc-water cooling,Methanol-to-olefins,Coelectrolysis,Methanol synthesis;NULL;NULL;2018;0;0;0;0
94;((COEL)MeOH)O-MEA;10;NULL;0;0;1;0;COELEC/MEOH/AC/EtOAc-WT/MEA/MTO/COELEC/MEOH/Efuel-MEA;Coelectrolysis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Methanol-to-olefins,Coelectrolysis,Methanol synthesis,Monoethanolamine Carbon Capture;NULL;NULL;2018;0;0.0953;0.2032;0.31111
95;EU-mix-2018;10;2018;1;0;1;0;AC/NTO/NTO-EL/REFR;Air cooling,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator;NULL;NULL;2018;1;0;0;0
96;EU-mix-2030;10;2030;1;0;1;0;AC/Biogasi/COELEC/Efuel-MEA/EtOAc-WT/FT/MEA/MEOH/MTO/NGF/NTO/NTO-EL/REFR;Air cooling,Biomass gasification,Coelectrolysis,Monoethanolamine Carbon Capture,EtOAc-water cooling,FT fuel synthesis,Monoethanolamine carbon capture,Methanol synthesis,Methanol-to-olefins,NG Furnace,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator;NULL;NULL;2018;0;1;0;0
97;EU-mix-2040;10;2040;1;0;1;0;AC/Biogasi/COELEC/Efuel-MEA/EtOAc-WT/FT/MEA/MEOH/MTO/NGF/NTO/NTO-EL/REFR;Air cooling,Biomass gasification,Coelectrolysis,Monoethanolamine Carbon Capture,EtOAc-water cooling,FT fuel synthesis,Monoethanolamine carbon capture,Methanol synthesis,Methanol-to-olefins,NG Furnace,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator;NULL;NULL;2018;0;0;1;0
98;EU-mix-2050;10;2050;1;0;1;0;AC/Biogasi/COELEC/Efuel-MEA/EtOAc-WT/FT/MEA/MEOH/MTO/NGF/NTO/NTO-EL/REFR;Air cooling,Biomass gasification,Coelectrolysis,Monoethanolamine Carbon Capture,EtOAc-water cooling,FT fuel synthesis,Monoethanolamine carbon capture,Methanol synthesis,Methanol-to-olefins,NG Furnace,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator;NULL;NULL;2018;0;0;0;1
99;(NG)NH3;11;NULL;0;1;1;0;REFR/NGNH3/CoolT/NGF;Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace;NULL;NULL;2018;1;0.69983;0.35983;0.01983
